alcohol,chlorides,volatile_acidity,total_sulfur_dioxide,fixed_acidity,quality,quality_class
12.9,0.044000000000000004,0.12,73.0,5.6,8,2
9.4,0.046,0.28,194.0,6.6,5,1
12.0,0.04,0.17,84.0,6.8,7,2
10.1,0.043,0.25,113.0,7.3,6,1
9.4,0.046,0.28,194.0,6.6,5,1
9.4,0.044000000000000004,0.28,196.0,6.6,5,1
9.2,0.047,0.25,184.0,6.5,5,1
11.8,0.039,0.24,109.0,6.3,6,1
12.3,0.028999999999999998,0.32,105.0,6.8,7,2
11.4,0.043,0.25,80.0,7.8,5,1
12.9,0.044000000000000004,0.12,73.0,5.6,8,2
12.3,0.032,0.24,91.0,6.6,6,1
13.5,0.032,0.22,93.0,6.3,7,2
12.8,0.033,0.32,142.0,6.0,7,2
12.8,0.022000000000000002,0.19,96.0,6.3,7,2
12.8,0.033,0.32,142.0,6.0,7,2
11.0,0.037000000000000005,0.24,208.0,9.4,3,0
10.6,0.039,0.35,124.0,6.4,6,1
12.4,0.039,0.46,96.0,6.7,7,2
12.9,0.048,0.3,142.0,6.3,7,2
11.1,0.047,0.19,152.0,6.0,7,2
12.9,0.032,0.24,95.0,5.9,7,2
11.8,0.042,0.145,64.0,7.3,7,2
9.1,0.057999999999999996,0.435,243.0,6.6,6,1
12.7,0.036000000000000004,0.18,74.0,5.8,7,2
12.0,0.036000000000000004,0.18,96.0,5.8,6,1
11.2,0.043,0.32,105.0,5.6,6,1
12.4,0.042,0.16,105.0,6.6,7,2
10.4,0.047,0.21,148.0,5.1,5,1
10.4,0.05,0.29,124.0,7.5,5,1
12.7,0.04,0.26,80.0,6.0,6,1
12.5,0.039,0.26,105.0,5.7,7,2
12.0,0.037000000000000005,0.17,103.0,7.1,6,1
11.6,0.047,0.17,117.0,6.9,6,1
12.6,0.035,0.25,126.0,6.8,7,2
10.2,0.042,0.17,178.0,6.6,5,1
10.4,0.036000000000000004,0.17,70.0,5.8,7,2
11.5,0.038,0.24,122.0,6.4,5,1
11.0,0.049,0.21,112.0,6.7,6,1
10.1,0.048,0.23,176.0,6.7,6,1
10.5,0.046,0.23,159.0,6.8,6,1
12.1,0.059000000000000004,0.22,151.0,6.5,7,2
9.9,0.047,0.165,146.0,5.1,6,1
11.4,0.034,0.425,87.0,6.6,6,1
9.5,0.048,0.38,189.0,6.9,6,1
9.5,0.048,0.38,189.0,6.9,6,1
9.5,0.048,0.38,189.0,6.9,6,1
10.9,0.046,0.27,41.0,7.2,6,1
9.5,0.05,0.17,98.0,7.6,6,1
12.6,0.048,0.3,125.0,6.2,6,1
9.5,0.05,0.17,98.0,7.6,6,1
11.1,0.059000000000000004,0.26,104.0,6.5,5,1
9.5,0.048,0.36,189.0,6.9,7,2
9.5,0.048,0.38,189.0,6.9,6,1
10.6,0.057999999999999996,0.18,188.0,6.8,6,1
10.6,0.057,0.18,185.0,6.7,6,1
10.8,0.055,0.16,157.0,6.6,6,1
10.9,0.046,0.27,41.0,7.2,6,1
9.9,0.047,0.17,101.0,6.4,6,1
11.3,0.06,0.22,132.0,7.2,6,1
12.6,0.034,0.22,90.0,6.0,6,1
12.5,0.034,0.36,81.0,6.7,6,1
12.4,0.032,0.43,87.0,6.5,6,1
11.8,0.038,0.2,132.0,5.9,7,2
12.2,0.026000000000000002,0.32,119.0,5.3,6,1
10.7,0.048,0.2,136.0,6.8,6,1
11.3,0.033,0.22,97.0,6.0,7,2
12.5,0.034,0.36,81.0,6.7,6,1
12.4,0.032,0.43,87.0,6.5,6,1
11.3,0.033,0.18,72.0,7.1,7,2
9.9,0.047,0.17,101.0,6.4,6,1
11.3,0.06,0.22,132.0,7.2,6,1
12.6,0.034,0.22,90.0,6.0,6,1
11.5,0.033,0.2,67.0,6.0,6,1
12.3,0.033,0.2,76.0,7.6,7,2
12.2,0.032,0.3,111.0,6.2,6,1
13.2,0.033,0.29,114.0,6.0,6,1
10.2,0.040999999999999995,0.18,161.0,6.6,6,1
11.5,0.039,0.22,117.0,7.0,7,2
13.2,0.033,0.29,114.0,6.0,6,1
12.2,0.032,0.3,111.0,6.2,6,1
11.0,0.051,0.15,139.0,5.6,6,1
13.2,0.034,0.28,121.0,6.9,7,2
9.5,0.045,0.19,135.0,5.9,5,1
10.2,0.047,0.22,132.0,7.8,6,1
10.2,0.040999999999999995,0.18,161.0,6.6,6,1
11.4,0.05,0.4,189.0,7.0,6,1
12.5,0.03,0.28,140.0,6.1,8,2
9.2,0.046,0.36,221.0,7.6,5,1
12.1,0.04,0.28,121.0,6.5,7,2
10.7,0.045,0.19,125.0,6.9,7,2
12.1,0.04,0.28,121.0,6.5,7,2
11.2,0.046,0.22,156.0,6.4,6,1
10.6,0.044000000000000004,0.23,179.0,6.8,6,1
11.8,0.037000000000000005,0.32,126.0,6.4,6,1
12.5,0.03,0.28,140.0,6.1,8,2
9.2,0.046,0.36,221.0,7.6,5,1
12.6,0.096,0.39,80.0,8.8,6,1
12.8,0.026000000000000002,0.24,77.0,6.6,7,2
12.3,0.026000000000000002,0.29,112.0,6.9,6,1
12.3,0.026000000000000002,0.28,113.0,6.9,8,2
12.4,0.036000000000000004,0.38,91.0,6.7,6,1
12.3,0.03,0.28,115.0,8.0,6,1
9.1,0.048,0.25,188.0,6.5,5,1
9.1,0.047,0.26,186.0,6.6,5,1
10.6,0.032,0.29,138.0,7.4,6,1
10.3,0.042,0.19,189.0,6.3,6,1
9.5,0.052000000000000005,0.33,183.0,6.1,5,1
11.1,0.037000000000000005,0.32,95.0,5.6,6,1
10.8,0.054000000000000006,0.46,143.0,7.7,6,1
11.2,0.027999999999999997,0.19,120.0,8.8,5,1
10.8,0.054000000000000006,0.46,143.0,7.7,6,1
11.4,0.024,0.27,99.0,8.8,5,1
11.2,0.034,0.18,94.0,5.8,6,1
10.2,0.037000000000000005,0.15,119.0,5.8,6,1
11.1,0.037000000000000005,0.32,95.0,5.6,6,1
9.5,0.052000000000000005,0.33,183.0,6.1,5,1
10.2,0.040999999999999995,0.32,192.0,7.1,6,1
11.0,0.051,0.23,111.0,6.2,3,0
11.5,0.032,0.3,148.0,8.9,7,2
9.8,0.036000000000000004,0.14,127.0,6.0,6,1
10.1,0.042,0.24,157.0,6.8,6,1
8.8,0.05,0.21,195.0,6.7,6,1
11.5,0.032,0.3,148.0,8.9,7,2
12.7,0.031,0.3,163.0,6.1,7,2
9.8,0.032,0.37,214.0,7.2,6,1
12.9,0.03,0.64,76.0,6.7,4,0
9.8,0.032,0.37,214.0,7.2,6,1
12.7,0.031,0.3,163.0,6.1,7,2
8.5,0.06,0.28,145.0,7.6,5,1
12.7,0.059000000000000004,0.29,81.0,6.3,8,2
13.1,0.026000000000000002,0.28,105.0,6.2,8,2
9.1,0.051,0.18,156.0,7.1,5,1
12.5,0.034,0.32,122.0,6.4,6,1
9.1,0.047,0.17,156.0,7.1,6,1
9.1,0.047,0.17,156.0,7.1,6,1
11.2,0.039,0.24,162.0,5.8,6,1
12.5,0.034,0.32,122.0,6.4,6,1
9.1,0.051,0.18,156.0,7.1,5,1
9.1,0.047,0.17,156.0,7.1,6,1
9.1,0.047,0.18,158.0,7.1,6,1
11.5,0.044000000000000004,0.29,117.0,7.8,5,1
12.9,0.037000000000000005,0.255,86.0,6.2,7,2
12.5,0.076,0.34,92.0,8.2,6,1
12.3,0.034,0.24,83.0,6.5,6,1
11.4,0.040999999999999995,0.24,97.0,6.9,6,1
9.4,0.052000000000000005,0.4,113.0,6.7,5,1
9.1,0.057,0.3,224.0,6.7,5,1
9.4,0.052000000000000005,0.4,113.0,6.7,5,1
12.0,0.04,0.17,106.0,6.8,5,1
11.1,0.04,0.25,111.0,7.1,5,1
11.8,0.035,0.27,97.0,5.9,7,2
11.4,0.042,0.16,106.0,6.0,6,1
9.1,0.057,0.3,224.0,6.7,5,1
12.1,0.033,0.15,128.0,6.6,8,2
10.4,0.057,0.34,178.0,7.3,6,1
9.2,0.044000000000000004,0.17,98.0,6.0,6,1
13.0,0.034,0.47,134.0,6.7,7,2
12.1,0.033,0.15,128.0,6.6,8,2
11.5,0.028999999999999998,0.21,106.0,6.6,7,2
11.5,0.028999999999999998,0.21,106.0,6.6,7,2
10.0,0.047,0.24,134.0,8.0,5,1
11.1,0.038,0.34,89.0,5.6,6,1
12.4,0.033,0.54,107.0,5.8,5,1
12.2,0.031,0.23,86.0,7.3,6,1
10.6,0.042,0.39,172.0,6.0,5,1
11.1,0.037000000000000005,0.105,145.0,6.1,7,2
13.9,0.027000000000000003,0.32,123.0,5.8,7,2
9.2,0.055999999999999994,0.22,143.0,7.6,6,1
10.5,0.055,0.19,103.0,6.8,6,1
11.3,0.042,0.24,179.0,6.7,8,2
12.9,0.04,0.17,111.0,6.8,6,1
12.9,0.035,0.3,106.0,6.2,7,2
9.6,0.046,0.29,171.0,6.9,5,1
12.9,0.04,0.19,108.0,6.8,6,1
12.9,0.04,0.17,111.0,6.8,6,1
8.8,0.047,0.24,219.0,6.6,5,1
13.2,0.031,0.16,93.0,6.6,8,2
9.2,0.055999999999999994,0.22,143.0,7.6,6,1
11.3,0.042,0.24,179.0,6.7,8,2
10.5,0.055,0.19,103.0,6.8,6,1
10.5,0.045,0.16,131.0,6.7,6,1
12.6,0.038,0.3,97.0,6.5,8,2
9.5,0.064,0.22,191.0,6.5,6,1
9.8,0.06,0.36,184.0,6.2,6,1
13.4,0.032,0.37,86.0,6.2,8,2
11.8,0.037000000000000005,0.31,150.0,7.6,7,2
9.8,0.06,0.36,184.0,6.2,6,1
13.1,0.039,0.32,94.0,5.9,7,2
12.6,0.038,0.3,97.0,6.5,8,2
10.4,0.047,0.22,131.0,5.8,5,1
13.4,0.033,0.45,102.0,5.4,8,2
13.0,0.035,0.36,88.0,6.1,7,2
13.4,0.032,0.37,86.0,6.2,8,2
10.2,0.055999999999999994,0.21,113.0,7.5,7,2
11.7,0.039,0.28,98.0,6.9,6,1
9.5,0.064,0.22,191.0,6.5,6,1
11.7,0.036000000000000004,0.2,83.0,7.8,6,1
11.4,0.040999999999999995,0.28,81.0,6.7,8,2
11.8,0.037000000000000005,0.31,150.0,7.6,7,2
11.2,0.057,0.2,111.0,8.0,6,1
13.0,0.036000000000000004,0.28,134.0,6.0,7,2
13.0,0.036000000000000004,0.28,134.0,6.0,7,2
10.9,0.042,0.24,123.0,6.7,6,1
11.6,0.042,0.22,102.0,6.3,7,2
11.3,0.038,0.24,134.0,6.0,7,2
12.0,0.032,0.43,164.0,7.7,6,1
10.5,0.052000000000000005,0.3,141.0,6.4,6,1
13.1,0.036000000000000004,0.33,124.0,6.1,7,2
13.0,0.036000000000000004,0.28,134.0,6.0,7,2
10.9,0.042,0.24,123.0,6.7,6,1
9.1,0.054000000000000006,0.29,181.0,6.7,5,1
13.4,0.04,0.33,93.0,6.9,7,2
11.5,0.028999999999999998,0.16,133.0,6.5,7,2
11.2,0.031,0.2,118.0,6.0,7,2
10.9,0.042,0.33,155.0,7.5,6,1
13.5,0.036000000000000004,0.36,115.0,7.1,7,2
9.1,0.054000000000000006,0.29,181.0,6.7,5,1
9.9,0.046,0.26,179.0,6.4,6,1
10.5,0.040999999999999995,0.22,167.0,7.0,6,1
11.7,0.046,0.19,90.0,6.5,7,2
11.0,0.043,0.21,117.0,6.3,6,1
13.0,0.032,0.35,63.0,7.9,6,1
13.6,0.03,0.38,95.0,7.7,6,1
12.3,0.031,0.19,87.0,6.8,7,2
13.3,0.044000000000000004,0.33,171.0,7.2,7,2
13.7,0.036000000000000004,0.29,102.0,6.6,7,2
11.1,0.05,0.2,131.0,7.5,5,1
13.4,0.038,0.33,132.0,6.9,7,2
9.1,0.048,0.23,207.0,6.0,5,1
11.3,0.038,0.23,152.0,5.9,7,2
9.4,0.048,0.32,178.0,6.6,5,1
9.1,0.048,0.23,207.0,6.0,5,1
11.6,0.027999999999999997,0.36,132.0,5.3,6,1
11.6,0.027999999999999997,0.36,132.0,5.3,6,1
12.4,0.024,0.27,128.0,8.9,6,1
9.8,0.053,0.23,146.0,7.6,6,1
11.1,0.036000000000000004,0.75,50.0,6.9,4,0
13.1,0.034,0.35,134.0,7.1,7,2
9.7,0.046,0.31,178.0,7.2,5,1
9.2,0.048,0.28,179.0,6.4,5,1
11.7,0.036000000000000004,0.23,85.0,7.2,6,1
10.6,0.045,0.22,136.0,6.6,6,1
9.7,0.046,0.31,178.0,7.2,5,1
9.2,0.048,0.28,179.0,6.4,5,1
10.9,0.032,0.24,92.0,7.2,6,1
10.1,0.146,0.27,105.0,6.2,5,1
12.2,0.028999999999999998,0.28,128.0,6.5,7,2
12.7,0.031,0.27,80.0,7.2,6,1
13.0,0.024,0.28,99.0,7.8,6,1
11.2,0.03,0.26,123.0,8.1,6,1
9.4,0.036000000000000004,0.23,153.0,6.6,6,1
11.0,0.031,0.33,159.0,6.0,6,1
11.0,0.031,0.33,159.0,6.0,6,1
9.2,0.039,0.2,237.0,7.3,6,1
9.4,0.036000000000000004,0.23,153.0,6.6,6,1
9.2,0.039,0.2,237.0,7.3,6,1
12.3,0.028999999999999998,0.47,142.0,6.2,6,1
11.0,0.031,0.33,159.0,6.0,6,1
10.0,0.022000000000000002,0.14,116.0,7.2,6,1
9.0,0.044000000000000004,0.22,110.0,5.7,6,1
9.0,0.044000000000000004,0.22,110.0,5.7,6,1
9.0,0.044000000000000004,0.22,110.0,5.7,6,1
11.1,0.023,0.2,87.0,8.1,6,1
9.9,0.042,0.14,123.0,5.8,6,1
12.2,0.037000000000000005,0.21,112.0,4.8,7,2
11.1,0.023,0.2,87.0,8.1,6,1
9.0,0.044000000000000004,0.22,110.0,5.7,6,1
11.8,0.031,0.34,34.0,7.5,4,0
12.9,0.032,0.64,78.0,6.6,6,1
9.0,0.05,0.48,86.0,7.0,5,1
12.4,0.027999999999999997,0.37,162.0,7.6,6,1
9.0,0.05,0.48,86.0,7.0,5,1
12.9,0.032,0.64,78.0,6.6,6,1
11.2,0.036000000000000004,0.25,85.0,8.0,6,1
12.6,0.028999999999999998,0.38,112.0,7.6,6,1
11.5,0.031,0.26,80.0,6.9,6,1
11.3,0.035,0.15,93.0,7.8,7,2
11.2,0.036000000000000004,0.25,85.0,8.0,6,1
11.5,0.031,0.26,80.0,6.9,6,1
10.5,0.033,0.655,31.0,5.9,4,0
12.6,0.028999999999999998,0.38,112.0,7.6,6,1
11.9,0.027000000000000003,0.31,87.0,7.8,6,1
10.1,0.036000000000000004,0.17,119.0,8.1,6,1
11.0,0.027000000000000003,0.18,112.0,6.8,7,2
10.6,0.048,0.28,161.0,7.4,5,1
11.3,0.035,0.23,120.0,7.3,7,2
11.2,0.038,0.22,124.0,6.7,4,0
11.5,0.027999999999999997,0.25,78.0,7.4,7,2
11.1,0.026000000000000002,0.3,143.0,7.5,5,1
12.8,0.023,0.26,130.0,7.2,7,2
12.3,0.037000000000000005,0.32,76.0,6.3,6,1
10.4,0.040999999999999995,0.24,102.0,7.7,6,1
11.5,0.027999999999999997,0.25,78.0,7.4,7,2
11.7,0.032,0.24,104.0,7.0,7,2
10.7,0.044000000000000004,0.28,158.0,5.8,7,2
9.5,0.042,0.19,114.0,6.8,6,1
9.5,0.042,0.19,114.0,6.8,6,1
9.5,0.042,0.19,114.0,6.8,6,1
12.0,0.037000000000000005,0.19,107.0,6.6,7,2
10.8,0.053,0.28,186.0,6.4,5,1
10.7,0.043,0.28,158.0,5.6,7,2
10.7,0.044000000000000004,0.28,158.0,5.6,7,2
10.7,0.049,0.19,107.0,6.8,7,2
12.1,0.031,0.16,123.0,7.2,7,2
11.9,0.034,0.17,108.0,6.6,7,2
10.8,0.042,0.19,137.0,6.6,6,1
12.3,0.033,0.2,169.0,5.8,7,2
9.4,0.053,0.39,226.0,6.6,6,1
9.9,0.049,0.12,88.0,6.8,6,1
10.4,0.039,0.295,140.0,6.6,7,2
10.4,0.038,0.26,137.0,6.6,6,1
12.6,0.027000000000000003,0.32,122.0,7.0,7,2
12.5,0.017,0.36,69.0,7.4,6,1
9.4,0.055999999999999994,0.35,167.0,6.7,5,1
9.2,0.047,0.38,151.0,6.4,5,1
11.2,0.047,0.14,90.0,6.8,6,1
9.2,0.044000000000000004,0.16,149.0,7.0,6,1
9.2,0.044000000000000004,0.16,149.0,7.0,6,1
9.4,0.055999999999999994,0.35,167.0,6.7,5,1
11.2,0.047,0.14,90.0,6.8,6,1
10.8,0.046,0.16,114.0,6.8,6,1
9.2,0.044000000000000004,0.16,149.0,7.0,6,1
9.2,0.047,0.38,151.0,6.4,5,1
12.5,0.037000000000000005,0.24,95.0,7.2,6,1
9.3,0.040999999999999995,0.32,188.0,7.7,5,1
11.4,0.040999999999999995,0.29,117.0,7.0,5,1
10.0,0.044000000000000004,0.27,118.0,7.1,7,2
10.6,0.031,0.45,122.0,6.8,6,1
10.7,0.04,0.2,168.0,6.3,7,2
10.0,0.044000000000000004,0.27,118.0,7.1,7,2
12.5,0.037000000000000005,0.24,95.0,7.2,6,1
10.6,0.031,0.45,122.0,6.8,6,1
12.8,0.028999999999999998,0.36,93.0,6.6,7,2
9.3,0.040999999999999995,0.32,188.0,7.7,5,1
11.4,0.040999999999999995,0.29,117.0,7.0,5,1
9.5,0.11699999999999999,0.37,183.0,6.4,5,1
9.5,0.11699999999999999,0.38,181.0,6.4,6,1
9.5,0.11800000000000001,0.36,172.0,6.4,6,1
10.8,0.036000000000000004,0.3,124.0,6.6,6,1
10.8,0.036000000000000004,0.3,124.0,6.6,6,1
8.8,0.045,0.21,125.0,6.5,6,1
10.8,0.036000000000000004,0.3,124.0,6.6,6,1
11.0,0.021,0.31,156.0,7.6,7,2
12.4,0.02,0.58,96.0,5.8,6,1
11.3,0.02,0.26,66.0,6.5,7,2
11.2,0.018000000000000002,0.3,127.0,8.7,7,2
12.5,0.013999999999999999,0.29,89.0,6.4,7,2
10.0,0.017,0.13,99.0,6.7,6,1
11.0,0.047,0.19,130.0,6.8,6,1
10.5,0.052000000000000005,0.25,152.0,6.0,6,1
10.5,0.052000000000000005,0.25,152.0,6.0,6,1
11.0,0.047,0.19,130.0,6.8,6,1
11.4,0.046,0.24,133.0,6.4,7,2
11.3,0.039,0.18,139.0,5.9,6,1
12.2,0.031,0.33,73.0,7.2,7,2
12.6,0.037000000000000005,0.29,95.0,6.4,7,2
11.1,0.032,0.31,138.0,7.3,5,1
12.3,0.035,0.29,126.0,7.0,6,1
10.4,0.037000000000000005,0.19,122.0,6.9,4,0
8.8,0.06,0.32,190.0,6.3,6,1
9.5,0.036000000000000004,0.085,109.0,6.6,6,1
8.8,0.06,0.32,190.0,6.3,6,1
10.4,0.047,0.18,109.0,6.8,6,1
13.0,0.038,0.52,130.0,6.8,7,2
12.2,0.03,0.28,191.0,7.1,7,2
10.5,0.035,0.15,128.0,5.7,8,2
10.8,0.043,0.275,149.0,5.8,7,2
13.2,0.036000000000000004,0.53,128.0,5.4,8,2
13.0,0.032,0.32,115.0,5.8,8,2
10.0,0.049,0.22,152.0,6.7,6,1
10.4,0.05,0.6,76.0,6.1,4,0
12.4,0.034,0.26,145.0,6.5,6,1
12.9,0.035,0.29,155.0,5.0,8,2
13.2,0.036000000000000004,0.53,128.0,5.4,8,2
10.5,0.038,0.21,152.0,6.8,7,2
13.0,0.032,0.32,115.0,5.8,8,2
11.2,0.03,0.27,82.0,6.5,5,1
12.7,0.028999999999999998,0.37,102.0,5.9,7,2
9.4,0.044000000000000004,0.21,155.0,6.2,6,1
12.9,0.025,0.3,95.0,6.8,7,2
13.0,0.032,0.41,74.0,7.3,8,2
13.6,0.028999999999999998,0.3,93.0,5.4,7,2
9.1,0.053,0.34,112.0,6.6,5,1
10.4,0.049,0.25,166.0,5.6,6,1
13.6,0.028999999999999998,0.3,93.0,5.3,7,2
12.2,0.032,0.58,169.0,6.9,6,1
8.7,0.085,0.23,111.0,7.2,5,1
10.5,0.037000000000000005,0.2,105.0,7.1,7,2
10.2,0.044000000000000004,0.15,183.0,6.8,6,1
12.5,0.027000000000000003,0.22,122.0,7.0,8,2
11.3,0.051,0.16,122.0,6.4,7,2
10.2,0.044000000000000004,0.15,183.0,6.8,6,1
12.6,0.027999999999999997,0.31,122.0,6.8,7,2
10.2,0.044000000000000004,0.15,183.0,6.8,6,1
9.8,0.087,0.3,177.0,7.6,5,1
10.8,0.03,0.16,98.0,6.0,5,1
12.5,0.04,0.21,186.0,7.1,6,1
12.5,0.027000000000000003,0.22,122.0,7.0,8,2
11.5,0.027000000000000003,0.21,150.0,5.6,7,2
11.4,0.027000000000000003,0.22,112.0,7.4,6,1
10.5,0.037000000000000005,0.2,105.0,7.1,7,2
12.6,0.027999999999999997,0.31,122.0,6.8,7,2
8.7,0.085,0.23,111.0,7.2,5,1
11.0,0.053,0.15,146.0,6.4,6,1
11.3,0.051,0.16,122.0,6.4,7,2
10.2,0.044000000000000004,0.15,182.0,6.8,6,1
11.6,0.036000000000000004,0.22,96.0,6.3,6,1
9.8,0.087,0.3,177.0,7.6,5,1
10.1,0.076,0.3,145.0,7.0,5,1
9.2,0.05,0.26,139.0,6.6,5,1
9.1,0.05,0.24,180.0,7.5,6,1
9.1,0.05,0.24,180.0,7.5,6,1
9.1,0.05,0.24,180.0,7.5,6,1
9.1,0.05,0.24,180.0,7.5,6,1
11.7,0.037000000000000005,0.15,79.0,6.6,6,1
12.6,0.040999999999999995,0.34,114.0,6.7,6,1
9.0,0.08800000000000001,0.35,183.0,7.7,5,1
10.1,0.039,0.31,141.0,6.7,5,1
13.6,0.02,0.67,9.0,4.7,5,1
9.1,0.05,0.24,180.0,7.5,6,1
9.2,0.045,0.2,159.0,6.3,5,1
8.8,0.049,0.28,190.0,6.6,5,1
10.0,0.027999999999999997,0.18,95.0,8.5,4,0
9.1,0.036000000000000004,0.35,196.0,6.5,6,1
11.2,0.040999999999999995,0.22,182.0,6.8,5,1
9.2,0.053,0.18,119.0,6.3,6,1
9.2,0.05,0.26,139.0,6.6,5,1
9.5,0.038,0.3,200.0,6.6,5,1
11.9,0.024,0.34,152.0,6.3,7,2
9.8,0.068,0.3,138.0,7.7,5,1
9.8,0.069,0.31,134.0,7.7,5,1
10.8,0.036000000000000004,0.265,150.0,5.7,7,2
11.3,0.051,0.255,122.0,5.4,6,1
12.1,0.027999999999999997,0.26,121.0,6.6,6,1
11.3,0.03,0.17,111.0,4.8,7,2
10.8,0.036000000000000004,0.265,150.0,5.7,7,2
13.5,0.027999999999999997,0.2,75.0,6.2,7,2
10.3,0.044000000000000004,0.28,126.0,7.5,5,1
9.0,0.035,0.22,184.0,6.2,6,1
11.6,0.040999999999999995,0.34,166.0,7.0,6,1
10.3,0.044000000000000004,0.28,126.0,7.5,5,1
12.5,0.028999999999999998,0.19,116.0,6.5,6,1
8.6,0.042,0.21,125.0,6.0,5,1
13.4,0.16,0.22,74.0,6.1,6,1
12.7,0.026000000000000002,0.32,88.0,6.5,4,0
9.2,0.16699999999999998,0.21,120.0,7.1,5,1
10.2,0.034,0.26,135.0,5.6,6,1
9.0,0.051,0.15,149.0,7.0,7,2
9.0,0.051,0.15,149.0,7.0,7,2
9.0,0.051,0.15,149.0,7.0,7,2
9.0,0.051,0.15,149.0,7.0,7,2
9.0,0.051,0.15,149.0,7.0,7,2
9.0,0.051,0.15,149.0,7.0,7,2
9.0,0.051,0.15,149.0,7.0,7,2
11.9,0.04,0.27,121.0,7.4,5,1
9.0,0.07,0.22,194.0,6.8,6,1
9.0,0.055,0.24,134.0,6.2,5,1
11.0,0.051,0.28,143.0,6.3,6,1
9.0,0.051,0.15,149.0,7.0,7,2
10.0,0.039,0.17,108.0,5.5,5,1
10.7,0.04,0.26,184.0,6.5,5,1
10.7,0.042,0.27,183.0,6.6,5,1
13.4,0.026000000000000002,0.46,130.0,5.4,8,2
11.0,0.015,0.19,124.0,7.8,6,1
10.0,0.039,0.17,108.0,5.5,5,1
10.7,0.04,0.26,184.0,6.5,5,1
10.7,0.042,0.27,183.0,6.6,5,1
11.0,0.015,0.19,124.0,7.8,6,1
11.0,0.016,0.2,101.0,7.8,6,1
11.1,0.027999999999999997,0.17,98.0,6.1,7,2
10.9,0.025,0.2,40.0,7.4,5,1
11.5,0.017,0.39,80.0,6.7,5,1
13.4,0.026000000000000002,0.46,130.0,5.4,8,2
9.4,0.033,0.4,186.0,6.9,5,1
9.4,0.033,0.4,186.0,6.9,5,1
9.4,0.033,0.4,186.0,6.9,5,1
10.6,0.035,0.24,134.0,6.3,6,1
9.4,0.033,0.4,186.0,6.9,5,1
12.0,0.013999999999999999,0.27,143.0,7.4,4,0
10.2,0.042,0.27,125.0,6.1,6,1
10.6,0.035,0.24,134.0,6.3,6,1
13.5,0.009000000000000001,0.61,100.0,5.0,5,1
9.7,0.04,0.42,248.0,6.7,5,1
12.2,0.018000000000000002,0.33,103.0,6.5,6,1
12.3,0.04,0.33,135.0,6.9,5,1
12.2,0.018000000000000002,0.33,103.0,6.5,6,1
11.4,0.022000000000000002,0.15,100.0,6.3,7,2
12.7,0.022000000000000002,0.32,97.0,6.5,7,2
9.7,0.04,0.42,248.0,6.7,5,1
10.8,0.02,0.25,113.0,7.4,6,1
11.0,0.018000000000000002,0.27,96.0,7.6,6,1
9.5,0.05,0.27,196.0,6.4,5,1
10.1,0.064,0.25,140.0,6.5,6,1
13.2,0.027000000000000003,0.19,100.0,5.6,7,2
8.8,0.037000000000000005,0.29,182.0,7.4,5,1
9.5,0.043,0.34,201.0,6.4,5,1
9.5,0.044000000000000004,0.27,202.0,6.6,5,1
9.5,0.047,0.26,191.0,6.6,6,1
9.5,0.05,0.27,196.0,6.4,5,1
9.5,0.051,0.26,197.0,6.5,5,1
10.4,0.043,0.25,133.0,6.8,6,1
9.9,0.049,0.32,170.0,6.3,6,1
10.0,0.046,0.24,113.0,5.5,5,1
10.1,0.064,0.25,140.0,6.5,6,1
9.4,0.055999999999999994,0.13,95.0,6.6,6,1
9.3,0.098,0.39,91.0,7.0,5,1
10.9,0.057,0.21,138.0,7.9,5,1
11.4,0.042,0.3,177.0,7.0,5,1
10.3,0.036000000000000004,0.2,49.0,8.1,5,1
11.0,0.033,0.18,57.0,8.3,6,1
10.9,0.057,0.21,138.0,7.9,5,1
10.8,0.042,0.17,111.0,7.2,6,1
10.3,0.036000000000000004,0.2,49.0,8.1,5,1
11.0,0.033,0.18,57.0,8.3,6,1
9.3,0.098,0.39,91.0,7.0,5,1
10.2,0.040999999999999995,0.21,113.0,6.8,5,1
10.2,0.042,0.21,109.0,6.9,6,1
10.8,0.042,0.17,111.0,7.2,6,1
10.5,0.06,0.26,162.0,6.8,3,0
11.1,0.052000000000000005,0.28,156.0,7.2,5,1
10.9,0.057,0.21,138.0,7.9,5,1
11.4,0.042,0.3,177.0,7.0,5,1
10.3,0.049,0.34,149.0,7.4,5,1
12.9,0.042,0.43,106.0,6.3,7,2
9.9,0.045,0.41,131.0,6.8,5,1
11.3,0.036000000000000004,0.4,131.0,6.3,6,1
11.5,0.034,0.35,120.0,5.1,6,1
11.5,0.034,0.35,120.0,5.1,6,1
10.7,0.039,0.3,132.0,6.3,5,1
10.4,0.042,0.28,139.0,6.9,6,1
12.5,0.033,0.33,204.0,7.0,6,1
9.5,0.052000000000000005,0.26,197.0,6.7,5,1
11.3,0.042,0.24,104.0,7.3,7,2
13.0,0.034,0.46,88.0,6.7,6,1
11.5,0.034,0.35,120.0,5.1,6,1
11.5,0.053,0.23,99.0,5.1,5,1
11.3,0.036000000000000004,0.4,131.0,6.3,6,1
13.2,0.035,0.44,100.0,7.1,7,2
11.5,0.034,0.26,111.0,4.8,7,2
9.6,0.086,0.31,130.0,6.8,5,1
9.6,0.086,0.31,130.0,6.8,5,1
9.7,0.057999999999999996,0.15,110.0,7.0,6,1
